"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZC3H7B",2288.60739231682,-0.00280142991813886,0.187675530412672,-0.0149269854838236,0.988090431016333,0.995697557008083
"EXOC7",1492.7614736831,0.0404735897372815,0.134891356969228,0.30004583426731,0.764142194600304,0.945327511243556
"DNMBP",206.935597570588,0.426055488473113,0.390674091151912,1.09056499553599,0.275464339297826,0.674998101205089
"MGA",887.083890622488,-0.665290447058865,0.209107696036732,-3.18156844376498,0.00146479907055481,0.0287433636398325
"TSPYL4",140.312025095597,0.132361157491612,0.223023696059008,0.593484727544787,0.552856800899489,0.863683604041265
"CAMSAP2",2516.04992869834,0.39964575655132,0.176861752672243,2.25965054916049,0.023842947672688,0.184411266058043
"TASOR",1954.43992189,-0.367593376219447,0.144555314209051,-2.54292537241382,0.0109928705010403,0.115277904531028
"CLEC16A",386.213040515806,-0.0963571426026084,0.289020665704412,-0.333391878285807,0.738838493028452,0.936891725954017
"POFUT2",291.379669145449,-0.0592494221459054,0.198306574087258,-0.298776893396558,0.765110282487157,0.945633534303087
"KLHL18",220.405306221152,-0.199519012625323,0.223377460607341,-0.893192232031159,0.371754237282621,0.756364878508484
"CLUH",937.083539414707,-0.815035339455531,0.289958526223064,-2.81086867860725,0.00494079472185852,0.068113201310251
"NUP160",3375.52916288103,0.268604673108753,0.212260729945285,1.26544685480914,0.205711188063107,0.590700569194712
"CSTF2T",1371.04925068942,-0.541683465918829,0.180194819234082,-3.0060990000781,0.00264622826867522,0.044405722229704
"ADGRL3",16.1331394432863,0.170006209296173,0.744905255315411,0.228225278427104,0.819471110610728,NA
"WWC1",7.64128955014809,0.354967633925324,1.0912166264054,0.325295294569173,0.744957591778143,NA
"AGTPBP1",1501.48147643188,0.0116835190369882,0.189447029936822,0.0616716928256121,0.950824282898108,0.989484414438451
"IQCE",106.017135786252,-0.245339618861498,0.303670142096138,-0.807914855138531,0.419139599040511,0.787564562891865
"FMO4",300.604824010695,0.194712169982258,0.27209007273521,0.715616589847975,0.474228126962147,0.823487153258648
"FBXW11",2576.51438111031,-0.0387454100649677,0.137274087705802,-0.282248534392046,0.777752945399363,0.949088502125287
"SMG6",455.596900626195,0.00623293332398563,0.187105254150025,0.0333124441229637,0.973425430293083,0.992631953623659
"ANKS1A",728.271830199755,-1.42580632598626,0.337610070912561,-4.22323398745866,2.40821570508227e-05,0.00115197820334277
"MGRN1",1740.43790211537,0.173509444723751,0.148855448053929,1.1656237443247,0.243766603390636,0.638553774573537
"BICD2",1083.63034398598,-0.394053425856738,0.249941447073914,-1.5765829576085,0.114891516692322,0.443733091868433
"FMO5",276.022675915027,0.0598928210331956,0.277377455745861,0.215925338532453,0.829045945672536,0.964296400656087
"ATMIN",1887.41031818001,-0.0796909802036446,0.180319154033792,-0.441944066511705,0.658529681646897,0.906900961715256
"EHBP1",695.386764687858,0.488699515550951,0.187715785893066,2.60340127084114,0.0092303848633345,0.103915986868788
"KIF13B",1477.55308233146,0.176040455633744,0.169082125096199,1.04115355501704,0.297804287381381,0.693531426434512
"UBR2",2414.50728454708,0.0821660428877943,0.170048945855848,0.483190545370668,0.628960447867122,0.894406386645809
"NEMP1",3940.97811389078,1.43262706201727,0.185197606112857,7.73566728040881,1.02862150896943e-14,7.20700634902054e-12
"FKBP15",5155.23374305413,0.0594929412796614,0.210625052127487,0.282458998484433,0.777591581529356,0.949088502125287
"ICOSLG",2042.24761337252,0.988606912222279,0.167705105044625,5.89491245337593,3.74880083474813e-09,6.47129952792536e-07
"SIN3B",576.35710168329,-0.272874966047014,0.166073971146467,-1.64309291915683,0.100363709680831,0.414361229119023
"NCAPD3",209.033492527181,0.173117170986858,0.329820791288216,0.524882528814197,0.599664855491845,0.882583700394239
"DMXL2",19456.037231567,-0.456272664720796,0.139791153659395,-3.26395950513805,0.00109866867192037,0.0231205698785221
"KIAA0930",2460.88571467137,-0.0244254623978681,0.308954634639702,-0.0790584107157114,0.936986163367973,0.98725621480006
"SATB2",89.3792525309584,0.105215806433301,0.317569504443088,0.331315837828368,0.740405929395335,0.937490701076628
"SLC9A8",2036.78760288052,0.157706023579953,0.217404104360322,0.725404996579891,0.46820360866841,0.819959097995458
"DNAJC13",4518.75267295293,0.132485062776363,0.19339987422288,0.685031793886708,0.493323858334527,0.834054311561047
"TUT4",842.157730393987,-0.0690374122489202,0.149243014157291,-0.462583877970731,0.643662666900173,0.900699590910342
"FMR1",3494.94858705438,0.271732104926118,0.164656051458029,1.65030135558293,0.0988813151776732,0.411680566575752
"TRIM2",37.5265195481018,0.947297529664979,0.851371298876556,1.11267261524438,0.265849060909171,0.666073980177077
"RPGRIP1L",10.0423683378823,-0.756814801586944,0.771505420331747,-0.980958502224799,0.326613205982014,NA
"MAN2B2",2172.283395102,0.0929847701925379,0.265204049665364,0.35061595141502,0.725876487856754,0.933767703055326
"WASHC4",14904.9033240361,0.189938688902789,0.159821170755961,1.1884451102715,0.234658092956406,0.626796696229641
"USP22",1886.1352352621,-0.364543385437001,0.247673809724394,-1.47186893052058,0.141056275057319,0.493823969786709
"NEDD4L",2563.33493235472,0.588736815836681,0.155311801836006,3.79067661875644,0.000150237455794419,0.00500528219783649
"SASH1",6472.69891380419,0.523874762180671,0.465432960155959,1.12556438204361,0.260349951446078,0.660381542236905
"TBC1D30",619.920986746686,0.25603457908178,0.400773778886279,0.638850624891882,0.522920111072139,0.850791240579803
"TTC28",189.708873570061,0.0841394198591137,0.248018159813192,0.339247012890055,0.734423655726595,0.936517004198823
"CLASP1",1779.33609865858,0.00998659001360577,0.133770072509155,0.0746548897394244,0.940489300234304,0.98725621480006
"DPY19L1",905.07622381038,0.230991372388165,0.223046729164014,1.03561873896976,0.300380046214681,0.695337445562741
"SZT2",750.959557112085,-0.0737023585885787,0.188836990941726,-0.390296192610497,0.696317538365021,0.922425369604336
"WDR7",691.006972927503,0.354383332221937,0.17436782922452,2.03238942526276,0.0421142477843576,0.256191422553362
"SYNM",131.622083662911,0.969030226719786,0.332834021459275,2.91145184759411,0.00359753353156767,0.0546206370030544
"JADE2",1838.56120928155,0.294921368340857,0.178001825673244,1.65684462631434,0.0975508919933561,0.40884189814668
"VPS39",1575.32824276221,-0.0558301128988243,0.12472830797531,-0.447613808004803,0.654431936140213,0.904180349305889
"AFF2",8.67509544157117,-0.892064369612099,1.25118616911856,-0.712974928615577,0.475861271405889,NA
"DNAJC16",645.729905306664,-0.240301872493657,0.229113299700449,-1.04883423532304,0.294254417755192,0.690517554334269
"ESYT1",1471.47149941301,-0.0103311776749433,0.218029283415978,-0.0473843582526135,0.962206895322959,0.990368169942092
"SYNE1",988.558873076024,0.46389860826464,0.246075194721735,1.88519045484947,0.0594041290563908,0.315172641955755
"SMCHD1",9333.9175682388,0.176801261769139,0.230668355484236,0.766473846826474,0.443394407582653,0.802624739926592
"DOCK9",45.222318170199,0.22207311836816,0.680242674145961,0.32646160967036,0.744075130610229,0.939212823270143
"FN1",1704.9412343028,0.555481065841652,0.878286447110905,0.632460022204474,0.527086323653832,0.853682781169415
"U2SURP",4315.91080506467,-0.125814141248617,0.121638004348479,-1.03433250095236,0.300980747845364,0.695436297031055
"KHNYN",2848.58970310744,0.186969128890395,0.191006269036587,0.978863834330908,0.32764726381809,0.718776981487442
"UBR4",16333.9712092168,0.421010640761793,0.170362730017765,2.47126023818643,0.0134637800943764,0.129641943980693
"SUN1",1450.97406035811,-0.231550676767151,0.146600544860614,-1.57946668607068,0.114229051951332,0.442034515202184
"HAUS5",41.4508448644185,0.186185630645211,0.433185875026912,0.429805405436278,0.667337200491243,0.910452964254574
"VPS8",467.856567333592,-0.0838795728768214,0.343563017402751,-0.244146106035887,0.807117665270118,0.95790271114074
"ANGEL1",116.082921515548,-0.476604768802778,0.282984745534113,-1.68420657411487,0.0921417531876354,0.396490777630633
"USP24",10715.0559421174,0.260712375084453,0.153861436005219,1.69446212029121,0.0901775038560208,0.392838980519153
"FNBP4",5145.78938782414,0.303405703127765,0.14734000191287,2.0592215229316,0.039473022262681,0.246029915317003
"ZNF629",485.678731143812,-0.328921601277338,0.221437029281186,-1.48539565557333,0.137439045833911,0.486344763793141
"PSD3",2138.54172907994,0.395457836703662,0.282399532531379,1.40034876530726,0.161408904471805,0.525625364539411
"ARHGEF12",1096.50612434159,-0.0856898603151343,0.182825856556879,-0.468696616162033,0.639286506013552,0.898719349893056
"LARP1",4372.53465401569,-0.496503859606144,0.15439396243755,-3.21582432219118,0.00130070429812823,0.0262143636125301
"PPP1R13B",119.427971790618,0.223105860348143,0.2449699054277,0.910748036411315,0.362428147545925,0.748339830671176
"PUM2",5562.56122902878,-0.383968417231761,0.152622065200306,-2.51581196157862,0.0118758524815326,0.120079184132033
"ARHGEF18",534.617881937455,-0.0553705591659446,0.235244641515716,-0.235374369461442,0.8139181775166,0.960253738198983
"TNS2",63.6673156474908,-0.21536575797637,0.351060926219645,-0.61347117235606,0.539564838374426,0.859161093576308
"CRTC1",234.236133082872,-0.296808130179538,0.241289789553034,-1.23008988788687,0.218663446319969,0.607151348817875
"UFL1",1570.06134999655,-0.0874370040650509,0.314903870573685,-0.277662525728122,0.781271429923416,0.949759508114763
"RRP8",366.412857499586,-0.337474047869259,0.199298992435902,-1.69330533859973,0.0903973624822074,0.393275704351666
"ICE1",4704.28388140106,-0.196171752118824,0.113483178499571,-1.72864167811061,0.0838732454340163,0.378363708283227
"SRGAP2",3989.21496367237,0.0564157045072738,0.234440778241166,0.240639469509181,0.809834556664117,0.958555043667525
"SMG5",2542.03398162053,-0.195659178459601,0.165156467061109,-1.18468977897914,0.236140125143105,0.627827015754358
"AHCYL2",355.55101186505,0.303832295199865,0.230115937479272,1.32034442519755,0.18672004947875,0.564487184068831
"MAU2",1054.58335884504,0.0152454066304532,0.16735648343953,0.0910954049531148,0.927416783779727,0.9858148343398
"SPECC1L",886.781045930302,-0.130861110640767,0.217869860228493,-0.60063888829563,0.548080530530493,0.861447762422698
"NCSTN",3473.3651133073,0.180688023178727,0.144829286386167,1.2475931331799,0.212180094466475,0.599632567088774
"NUDCD3",322.815066324513,-0.513074956082961,0.240607342735704,-2.13241603622442,0.032972660240441,0.22330519451223
"SIK3",1807.36926697933,0.501731543061509,0.15855113085027,3.16447785878818,0.00155361482509038,0.0302371016040058
"MED13L",12791.8007823039,-0.143502956245355,0.195303242232824,-0.734769963901995,0.462479602593308,0.817155069393725
"FNTA",1534.63054236228,-0.11345520717217,0.189653113348169,-0.598224859952005,0.549689905796073,0.862288485175427
"ZDHHC17",2276.00418614542,0.282784487184179,0.143099430241333,1.97613985399711,0.048138939688003,0.277184064241971
"ECPAS",12398.2525260786,0.210588085059704,0.145113016683091,1.45120051855584,0.146724032548758,0.502470324708352
"ADNP",1572.98849123322,-0.0678077388644329,0.120613986891271,-0.56218802323116,0.573987920631011,0.872615736211266
"LARS2",217.812737287464,-0.347092568690758,0.334932890580785,-1.03630481941886,0.300059958477017,0.695266213506938
"PIP5K1C",888.164640808853,-0.0356856647309722,0.160801001150737,-0.221924393975134,0.824372740345458,0.962902803321119
"NCAPH",155.201788235513,0.111892390083055,0.689191921133746,0.162353020475035,0.871027864162116,0.973886500519568
"PPWD1",588.15523929355,-0.278952456252563,0.22560346257179,-1.23647240637451,0.216283016413234,0.60345444096932
"CTDNEP1",1485.0168392521,-0.00879292255133476,0.226365310484592,-0.0388439488917772,0.969014805108609,0.991830827846408
"ATP13A2",385.421810284144,0.0525367801346096,0.18490900503436,0.284122345068307,0.776316623415378,0.948872181518072
"FRAT2",24.341178919258,-0.368297369710402,0.48815803689605,-0.754463394789562,0.450571017570041,NA
"FBXO46",146.506609092331,-0.688698406336058,0.33316276446205,-2.06715299486749,0.0387197398069366,0.243500961372979
"EXOSC2",223.01162405421,-0.992098226421041,0.36764826838222,-2.69849829780681,0.00696530941239875,0.086240956768276
"DICER1",22842.3645466753,-0.792406419380962,0.151681465570291,-5.22414796298069,1.74958839545857e-07,1.81211716333104e-05
"COTL1",6903.80449264605,0.159756265380525,0.203113787547874,0.786535800002598,0.431553654137269,0.795363608181152
"SIRT5",35.2497965836979,-0.127828998677324,0.43253843466062,-0.29553211560869,0.767587422606631,0.945865279398673
"SIRT3",56.4828205280152,-0.0268460069436515,0.367237010085307,-0.0731026726783754,0.941724414861432,0.98725621480006
"SIRT1",1671.09844641149,0.0965514962760015,0.125824147935053,0.76735267323915,0.442871858950529,0.802575128095964
"COMMD3",149.981031028358,-0.196324606595353,0.282213883338591,-0.695658924617146,0.486642454897657,0.829835115287901
"NCS1",2348.79924637514,0.0925491279465953,0.195612260099668,0.473125395613954,0.636123719487914,0.897201849949147
"ZFPM2",39.922338237753,1.14808013561656,0.756294080864795,1.51803400907723,0.129005825402877,0.470912775474613
"KCNH3",11.2803981779998,0.765833878042946,0.674762727835691,1.13496766559612,0.256388866477121,NA
"MLYCD",72.4695047926127,-0.78443186041882,0.566368721224214,-1.38501974248023,0.166046430679162,0.53247125090966
"FNTB",95.2409428152496,-0.159381176589838,0.285029803373936,-0.559173723951747,0.57604316397905,0.873336552295665
"NOMO1",1204.94545056782,-0.0420389205209753,0.273074292270674,-0.153946825867101,0.877651662450278,0.974571836794805
"ITGB3BP",81.0774524868371,-0.112656494131518,0.362124484050683,-0.311098804674448,0.755725509829117,0.942461160881019
"TMED3",396.844379830722,-0.120754050768337,0.165525534793534,-0.729519170072208,0.465684145789491,0.81902226783245
"TDRD7",12609.1236305619,0.29894750432189,0.19838763627442,1.50688576131009,0.131839941757845,0.476295282462147
"GRIP1",60.0932243322317,0.816321094778322,0.453686631629167,1.79930603607815,0.0719702838068374,0.34903829414627
"SLC7A8",591.048407401762,0.102814885801248,0.328658143648339,0.31283230854994,0.754408067797277,0.942147706283731
"RYBP",4731.55619749585,0.293373150239791,0.179591847704659,1.63355494132589,0.102352335538373,0.417643330468619
"AP4E1",484.567201156795,-0.212740812624723,0.25330977608095,-0.839844462050047,0.400995600420994,0.774815941407146
